"player","pos","exp","num","hgt","team","conf","g","min","mpg","ppg","oreb","dreb","rpg","apg","tov","ast_to","spg","bpg","usg","ortg","efg","ts","year","id","fgm","ftm","fta","ft_pct","two_m","two_a","two_pct","three_m","three_a","three_pct","dunk_m","dunk_a","dunk_pct","rim_m","rim_a","rim_pct","mid_m","mid_a","mid_pct","porpag","dporpag","adj_oe","drtg","adj_de","stops","obpm","dbpm","bpm","oreb_rate","dreb_rate","ast","to","blk","stl","ftr","pfr","rec","pick","fga","fg_pct"
"Zach Clemence","PF/C","Sr",41,"6-11","Kansas","B12",8,3.1,5.2625,1.375,0.75,0.625,1.375,0.375,0.375,1,0.625,0.125,19.5,101.5,44.4,48.35,2025,75595,4,3,5,0.6,4,7,0.571,0,2,0,1,1,1,3,6,0.5,1,1,1,0.243923,0.870813,103.137,88.8713,84.0918,11.5319,-2.19228,6.42816,4.23588,16.6,12.4,11.5,21.2,2.6,6.9,55.6,7.6,90.4,NA,9,0.444444444444444
"KJ Adams","PF/C","Sr",24,"6-7","Kansas","B12",31,67.7,30.0484,9.3548,2.2581,2.7419,5,2.4839,1.03229996736113,2.40618045,0.9032,0.7742,16.2,121.1,54,57.31,2025,75596,116,58,80,0.725,116,215,0.54,0,0,0,33,37,0.8919,69,104,0.6635,47,111,0.4234,3.41924,3.91436,122.704,102.025,94.0864,160.562,2.39367,3.79048,6.18415,8.8,9.6,14,12.3,2.9,1.7,37.2,3.3,85.4,NA,215,0.53953488372093
"Stevie Mitchell","Combo G","Sr",4,"6-2","Marquette","BE",34,67.5,27.1971,10.6765,1.7353,2.3235,4.0588,1.5588,0.852900038227846,1.82764677,2.2941,0.1176,19.3,119.6,52.6,56.4,2025,75597,128,78,107,0.729,99,190,0.521,29,81,0.358,0,1,0,88,160,0.55,11,30,0.3667,3.29161,3.69564,124.914,97.4991,92.3316,191.913,2.81661,4.4281,7.24471,7.1,10.3,10.4,9.6,0.5,5,39.5,3.5,81.8,NA,271,0.472324723247232
"Payton Sandfort","Stretch 4","Sr",20,"6-8","Iowa","B10",33,79.5,31.9394,16.7273,1.0303,5,6.0303,2.8788,1.78790001957262,1.61015715,0.8182,0.6667,25.9,109.2,50,54.52,2025,75598,185,98,110,0.891,101,207,0.488,84,247,0.34,3,6,0.5,59,106,0.5566,42,101,0.4158,3.60624,3.04941,122.441,110.615,104.161,192.565,3.58781,-0.228558,3.35925,3.8,18.3,15.3,12.1,2.2,1.4,24.2,3.3,64.4,NA,454,0.407488986784141
"Lamaj Lewis","Combo G","Sr",10,"6-6","Loyola Marymount","WCC",29,14.3,6.5733,1.1333,0.3333,0.5667,0.9,0.4333,0.300000019386108,1.44433324,0.4333,0,11,109.6,61.9,60.48,2025,75600,13,4,8,0.5,13,21,0.619,0,0,0,0,0,NA,13,19,0.6842,0,2,0,0.151193,0.643495,96.8819,103.997,101.549,33.7986,-3.8555,3.20583,-0.649666,5.9,8.6,12.1,23.9,0,3.9,38.1,4.5,60.6,NA,21,0.619047619047619
"Matthew Cleveland","Wing G","Sr",0,"6-7","Miami FL","ACC",29,70.4,30.331,17.6207,0.931,3.5172,4.4483,1.7241,1.31030000071287,1.31580554,0.7931,0.8276,26,119.4,55.9,59.99,2025,75602,183,111,143,0.776,149,269,0.554,34,89,0.382,28,28,1,100,144,0.6944,49,125,0.392,4.54599,1.66302,133.344,119.037,115.842,137.107,6.47594,-1.56974,4.9062,3.7,14.7,12.1,9.8,3.1,1.5,39.9,1.8,95.6,NA,358,0.511173184357542
"Bryce Hopkins","Wing G","Sr",23,"6-7","Providence","BE",3,7.1,30.4667,17,2.3333,5.3333,7.6667,3,1.66670000992631,1.79996399,1,0,30.4,112.5,45,51.52,2025,75605,16,15,20,0.75,12,30,0.4,4,10,0.4,2,2,1,12,28,0.4286,0,2,0,4.04054,3.29291,129.591,106.601,99.3337,16.7678,6.00627,0.993706,6.99997,9,19.5,21.7,10.9,0,2,50,1.3,93.2,NA,40,0.4
"Daimion Collins","C","Sr",10,"6-9","LSU","SEC",30,47.3,20.4333,7.9667,1.9,2.4,4.3,0.5333,0.900000008438027,0.59255555,0.4667,1.5667,18.2,117.6,60.2,60.83,2025,75606,97,38,62,0.613,90,133,0.677,7,34,0.206,36,40,0.9,70,93,0.7527,20,40,0.5,2.15372,2.37497,120.154,104.432,98.2835,112.989,1.50316,2.28676,3.78991,10.8,12.3,5.3,13.8,7.7,1.3,37.1,4.9,97.4,NA,167,0.580838323353293
"Philip Byriel","Wing F","Sr",43,"6-9","Princeton","Ivy",26,38.6,16.4214,4.6429,0.4286,1.6429,2.0714,0.8929,0.642899997542594,1.38886297,0.3929,0.1071,15.1,94.5,46.7,47.18,2025,75612,36,6,11,0.545,10,22,0.455,26,83,0.313,1,1,1,8,14,0.5714,2,8,0.25,-0.152737,1.28447,87.1288,109.611,109.49,67.3074,-2.51379,-1.07591,-3.58969,2.9,13,10,16.4,0.3,1.5,10.5,2.4,NA,NA,105,0.342857142857143
"Andre Snoddy","Stretch 4","Jr",21,"6-6","Stony Brook","CAA",31,82.6,32.6625,9.2812,1.7812,6.2188,8,1.75,1.49999999571429,1.16666667,0.5625,0.625,17,106.5,49.3,53.73,2025,75614,103,68,94,0.723,84,166,0.506,19,62,0.306,4,4,1,63,106,0.5943,21,60,0.35,1.23635,1.7966,100.564,113.489,116.107,179.761,-0.749546,-1.56377,-2.31332,6.2,23.6,11.5,16.9,2.3,1.1,41.2,2.7,NA,NA,228,0.451754385964912
"Cade Hardtke","Wing G","Sr",12,"6-2","Bradley","MVC",4,0.4,2.06,1.2,0.4,0,0.4,0,NA,0,0,0,7.5,265.6,150,150,2025,75616,1,0,0,0,0,0,0,1,1,1,0,0,NA,0,0,NA,0,0,NA,0.735589,0.103301,228.786,115.649,112.258,0.539313,14.6699,-0.552531,14.1174,21.7,0,0,0,0,0,0,0,NA,NA,1,1
"Camren Hunter","Wing G","Jr",3,"6-2","Wisconsin","B10",11,1.5,2.0636,0.2727,0.1818,0.2727,0.4545,0.0909,0.1818,0.5,0,0,22.3,53.3,18.8,18.75,2025,75617,1,0,0,0,0,4,0,1,4,0.25,0,0,NA,0,4,0,0,0,NA,-0.241447,0.206625,56.0613,107.264,102.924,3.4557,-11.4249,-4.64369,-16.0686,10.6,14.3,7.1,23.1,0,0,0,7,NA,NA,8,0.125
"Lawson Lovering","C","Sr",34,"7-1","Utah","B12",28,50.3,23.7857,8.3929,2.2857,2.6429,4.9286,2.7143,1.64290003918374,1.65213947,0.4286,0.8929,22,102.3,53.1,50.5,2025,75618,95,45,113,0.398,95,177,0.537,0,2,0,42,44,0.9545,86,125,0.688,9,52,0.1731,1.74634,2.64201,111.032,106.246,99.626,113.466,0.924528,1.81489,2.73941,10.5,11.8,22,18,4.2,1,63.1,4.3,87.6,NA,179,0.53072625698324
"Sam Hennessy","PF/C","Sr",13,"6-2","Bradley","MVC",4,0.6,2.66,0.4,0.4,0.4,0.8,0.4,0.2,2,0,0,28.4,78.3,33.3,33.33,2025,75619,1,0,0,0,1,1,1,0,2,0,0,0,NA,1,1,1,0,0,NA,-0.0450047,0.169598,83.5287,109.149,108.225,1.13015,-7.76984,-4.70218,-12.472,15.9,13.4,22.6,25.7,0,0,0,4.8,NA,NA,3,0.333333333333333
"Elias Cato","Stretch 4","Sr",25,"6-9","Central Arkansas","ASun",26,63.2,30.2536,14.5357,1.3214,4,5.3214,1,1.89289998391603,0.52828993,0.6786,0.6786,23.2,102.7,49,54.22,2025,75620,125,82,100,0.82,91,175,0.52,34,115,0.296,13,14,0.9286,64,106,0.6038,27,69,0.3913,1.43883,1.45233,103.543,116.577,117.886,129.41,-1.18406,-2.80269,-3.98675,3.9,15.1,7,15,2.8,1.2,34.5,3.4,NA,NA,290,0.431034482758621
"Connor Hickman","Wing G","Jr",8,"6-3","Cincinnati","B12",13,18.4,19.7846,4.3077,0.2308,2.2308,2.4615,1.1538,0.615400009205932,1.8748781,0.6154,0.0769,13.5,96,44.4,44.48,2025,75621,23,1,2,0.5,14,27,0.519,9,35,0.257,1,2,0.5,9,16,0.5625,5,11,0.4545,-0.130325,2.20101,87.8808,102.107,99.719,42.1714,-4.09231,1.62555,-2.46675,1.3,13.5,9.9,13.9,0.4,1.9,3.2,2,NA,NA,62,0.370967741935484
"Javon Ruffin","Combo G","Jr",11,"6-5","Colorado","B12",33,47.5,20.297,5.5758,0.2727,1.7273,2,2.0606,1.6060999310607,1.28298368,0.5455,0.2121,18.7,90.2,45.1,48.25,2025,75623,65,26,33,0.788,37,86,0.43,28,89,0.315,1,1,1,24,44,0.5455,13,42,0.3095,0.404691,2.10452,95.5686,108.491,101.672,101.329,-1.92083,0.46355,-1.45728,1.7,9.6,20.1,24.7,1.2,1.6,18.9,3.3,62.8,NA,175,0.371428571428571
"AJ Clayton","Stretch 4","Sr",23,"6-7","Ohio","MAC",28,64.1,28.3931,14.0345,1.1724,4.1034,5.2759,1.0345,1.13789999384687,0.90913086,0.5862,1.5172,21.1,117.7,58.5,61.05,2025,75628,137,57,73,0.781,74,117,0.632,63,171,0.368,17,20,0.85,57,82,0.6951,17,35,0.4857,2.57243,2.41021,115.905,106.401,107.301,151.878,3.42888,-0.418701,3.01018,4.9,16.5,7,10.6,5.3,1.2,25.3,2.6,NA,NA,288,0.475694444444444
"Brandon Huntley-Hatfield","PF/C","Sr",1,"6-9","N.C. State","ACC",26,41,19.6115,7.1538,1.9231,2.9231,4.8462,1.0769,1.30770003262875,0.8235069,0.5,0.3846,21.4,109.6,51.1,57.45,2025,75639,66,52,65,0.8,64,125,0.512,2,6,0.333,6,6,1,39,57,0.6842,25,68,0.3676,1.62197,2.01129,113.728,105.984,102.082,88.7711,0.997478,0.513782,1.51126,11.1,18.6,11.3,19,2.1,1.6,49.6,3.5,95.4,NA,131,0.50381679389313
"Jonas Aidoo","C","Sr",9,"6-11","Arkansas","SEC",33,42.9,18.8697,6.8788,1.5758,3.4242,5,0.8182,0.90909999988889,0.900011,0.6667,1.1212,18.6,113.5,57,58.48,2025,75641,90,47,76,0.618,90,151,0.596,0,7,0,28,30,0.9333,53,74,0.7162,37,77,0.4805,1.87161,2.73713,118.58,97.5193,89.6602,136.337,1.92997,3.57881,5.50879,9.9,19.6,8.2,14.8,6.4,2,48.1,4,92.6,NA,158,0.569620253164557
"Cam Palesse","Wing F","So",1,"6-5","Canisius","MAAC",30,69.4,28.6767,6.6333,1.2333,3.7333,4.9667,1.2667,0.566699968957887,2.23522158,0.5667,0.2333,12.6,118.2,54.6,57.55,2025,75642,73,33,44,0.75,53,102,0.52,20,50,0.4,0,0,NA,28,44,0.6364,25,58,0.431,1.55737,0.752993,105.43,119.799,124.212,127.467,-0.523539,-2.98157,-3.50511,5.4,17,8.8,9.4,1,1.2,28.9,2.7,NA,NA,152,0.480263157894737
"Hercy Miller","Wing G","Sr",15,"6-3","Southern Utah","WAC",23,35.7,16.8269,7.1923,0.7308,2.1154,2.8462,1,1.80770005021068,0.55318912,0.4231,0.1538,24.2,88.5,41.5,50.23,2025,75643,43,53,68,0.779,31,77,0.403,12,41,0.293,2,3,0.6667,25,52,0.4808,6,25,0.24,0.267675,1.3193,94.2125,108.161,109.928,67.6703,-3.8249,-1.56643,-5.39133,5.2,12.9,12.1,25.9,0.4,1.6,57.6,4.8,NA,NA,118,0.364406779661017
"Preston Ruedinger","Scoring PG","Jr",2,"6-2","Green Bay","Horz",26,71.7,33.8667,8.037,0.5185,3.1481,3.6667,3.1481,1.59260003989164,1.97670471,1.4444,0.2222,15.4,97.6,48.4,51.23,2025,75644,74,32,44,0.727,41,97,0.423,33,90,0.367,1,1,1,24,51,0.4706,17,46,0.3696,0.0589951,1.89148,90.2746,115.509,115.894,151.88,-2.35023,-0.800772,-3.15101,1.5,10.7,18.4,18.2,0.7,2.5,23.5,3.3,NA,NA,187,0.39572192513369
"Cameron Crawford","Wing G","Jr",1,"6-5","Duquesne","A10",28,51.9,23.1345,8.5517,0.9655,1.5172,2.4828,1.069,1.51719999534479,0.7045874,0.8966,0.069,19.4,104.2,54.7,56.82,2025,75648,84,26,33,0.788,42,95,0.442,42,97,0.433,2,4,0.5,33,56,0.5893,9,39,0.2308,1.2401,2.06066,105.354,106.277,105.898,98.3861,0.186265,0.147937,0.334202,4.7,8.1,10,21.4,0.4,2.4,17.2,3.5,NA,NA,192,0.4375
"Roosevelt Wheeler","C","Sr",12,"6-11","East Tennessee St.","SC",21,16.9,9.6696,2.7391,0.913,1.4783,2.3913,0.1739,0.3478,0.5,0.3043,0.6522,14.1,121.3,61.9,60.64,2025,75649,26,7,14,0.5,26,42,0.619,0,0,0,4,6,0.6667,18,26,0.6923,8,16,0.5,0.61331,1.02637,108.117,98.8306,101.09,41.7605,-3.02417,1.52366,-1.50051,11,17.5,3,12.8,7.4,2.1,33.3,7.5,84.6,NA,42,0.619047619047619
"Veljko Ilic","C","Sr",1,"6-10","Loyola MD","Pat",27,40.5,17.8857,7.7857,2.1071,2.8571,4.9643,1.1071,1.42859994637363,0.77495453,0.4643,0.1786,26.2,102.1,53.8,53.54,2025,75655,86,40,80,0.5,86,160,0.537,0,0,0,0,0,NA,61,108,0.5648,25,52,0.4808,0.947529,1.06534,104.96,108.31,114.711,81.2853,-0.980131,-3.02905,-4.00918,13.8,20,13.9,17.8,0.9,1.4,50,3.7,NA,NA,160,0.5375
"Bobby Pettiford","Scoring PG","Sr",55,"6-0","High Point","BSth",28,46.5,21.4867,8.7667,0.4333,2.1,2.5333,3.4,1.26669999577891,2.6841399,1,0.0333,20.7,126.7,59.7,62.99,2025,75656,101,39,46,0.848,94,157,0.599,7,18,0.389,4,4,1,60,86,0.6977,34,71,0.4789,2.67677,1.93516,124.971,104.944,106.337,108.18,2.90185,1.12897,4.03082,2.2,11,29.1,16.8,0.2,2.8,26.3,3,81.4,NA,175,0.577142857142857
"Matt Allocco","Wing G","Sr",41,"6-4","Notre Dame","ACC",26,64.2,33.4769,9.4615,0.3077,4.0769,4.3846,2.6923,0.769200003340447,3.50012999,0.5385,0.1538,13.5,127.3,58.9,60.94,2025,75659,83,34,46,0.739,37,81,0.457,46,99,0.465,2,3,0.6667,20,28,0.7143,17,53,0.3208,3.24342,2.94966,118.371,110.284,105.777,132.397,1.97779,0.999363,2.97715,1.1,14.7,15.1,10.4,0.5,1,25.6,2.2,NA,NA,180,0.461111111111111
"Jaden Cooper","Combo G","Sr",0,"6-3","Columbia","Ivy",3,3.5,11.8333,4.3333,0.3333,1,1.3333,0.6667,1.33329997583581,0.50003751,1,0,22.8,81,50,50,2025,75660,6,0,0,0,5,7,0.714,1,6,0.167,0,0,NA,5,6,0.8333,0,1,0,-0.366538,0.925437,80.8526,109.311,109.241,7.38205,-3.89886,-1.07794,-4.9768,3.2,10.1,10.6,27.7,0,4.7,0,2.3,NA,NA,13,0.461538461538462
"Sam Klores","Pure PG","Sr",5,"6-1","Brown","Ivy",14,6,5.1133,0.6,0.1333,0.3333,0.4667,0.6667,0.20000000119994,3.33349998,0,0,12.8,74,25,25,2025,75661,2,0,0,0,0,3,0,2,9,0.222,0,0,NA,0,1,0,0,2,0,-0.388687,0.239642,64.902,114.192,116.441,7.08032,-6.99547,-3.22043,-10.2159,3.6,7,17.8,21.9,0,0,0,3.1,NA,NA,12,0.166666666666667
"Jalen Lake","Wing G","Sr",15,"6-4","Colorado St.","MWC",36,76.6,30.9806,11.2778,0.3333,2.5278,2.8611,2.0278,1.27779991463102,1.58694642,0.5278,0.3333,18.8,107.4,52,54.77,2025,75663,145,47,54,0.87,76,148,0.514,69,197,0.35,0,0,NA,32,46,0.6957,44,102,0.4314,2.0696,3.22871,109.231,104.288,101.433,169.798,2.05381,0.424967,2.47878,1.4,9.2,12.5,13.3,1.2,1,15.7,1.3,52.6,NA,345,0.420289855072464
"Aaron Cooley","Wing F","Sr",21,"6-5","Brown","Ivy",26,73.9,29.637,10.5185,1.6296,4.3333,5.963,1.2963,1.25929994172714,1.02938145,0.6296,0.7407,19.2,104.2,52,52.26,2025,75665,106,39,76,0.513,82,152,0.539,24,75,0.32,4,6,0.6667,60,112,0.5357,22,40,0.55,1.1208,2.49488,100.709,106.207,107.449,134.007,-0.485779,-0.260881,-0.74666,6.3,16.3,8.5,13.5,2.5,1.2,33.5,2.6,NA,NA,227,0.466960352422908
"Tyler Fearne","Stretch 4","Sr",35,"6-6","Charlotte","Amer",7,0.7,1.3625,0.5,0.125,0.125,0.25,0.125,0.125,1,0,0,19.8,151,66.7,66.67,2025,75667,2,0,0,0,2,2,1,0,1,0,0,0,NA,2,2,1,0,0,NA,0.262635,0.0856488,152.11,116.572,111.452,1.07375,7.75222,-0.386381,7.36584,14.1,15.2,36.1,0,0,0,0,4.7,NA,NA,3,0.666666666666667
"Robbie Stankard","Stretch 4","Sr",20,"6-9","Columbia","Ivy",11,6,6.4923,1.7692,0.1538,1.2308,1.3846,0.3846,0.461499970901263,0.8333695,0.1538,0.2308,11.9,111,85,82.19,2025,75668,6,1,2,0.5,1,2,0.5,5,8,0.625,0,0,NA,1,2,0.5,0,0,NA,0.107775,0.346669,95.5116,111.813,113.34,11.2259,-0.766824,-1.4088,-2.17562,3.8,22,2.8,31.8,3.8,0.9,20,6,NA,NA,10,0.6
"Jalen Ware","Stretch 4","Sr",24,"6-8","Maryland Eastern Shore","MEAC",23,39.3,17.5037,3.3333,1.2222,2.7407,3.963,0.3333,1.000000030003,0.33329999,0.7407,0.6296,15,71.2,32,35.76,2025,75674,24,15,25,0.6,17,53,0.321,7,33,0.212,2,3,0.6667,13,37,0.3514,4,16,0.25,-1.59105,1.04471,64.901,113.33,115.444,80.5888,-6.89091,-1.21004,-8.10095,7,16.7,2.9,23.1,4,2.4,29.1,5.7,NA,NA,86,0.27906976744186
"Bradley Ezewiro","C","Sr",22,"6-9","UAB","Amer",36,40.5,16.3595,7.1622,1.8919,2.5676,4.4595,0.3243,0.729700045129799,0.44442919,0.2432,0.7027,19.8,119.5,50.3,57.63,2025,75683,81,86,114,0.754,81,159,0.509,0,2,0,30,37,0.8108,73,121,0.6033,8,38,0.2105,1.68786,1.29662,119.782,108.675,108.731,104.573,0.653489,-1.41042,-0.756926,11.8,16.5,3.1,12.3,4.4,0.9,70.8,4.9,47.4,NA,161,0.503105590062112
"Jerrell Colbert","C","So",20,"6-10","SMU","ACC",33,19.8,8.4182,2.5152,0.7879,1,1.7879,0.2727,0.7575999821532,0.35995249,0.4242,0.697,17.1,104.6,63.6,65.87,2025,75684,28,27,40,0.675,28,43,0.651,0,1,0,11,12,0.9167,24,33,0.7273,4,10,0.4,0.379112,1.07067,102.758,98.0056,95.1264,62.6087,-4.38845,3.77662,-0.611826,10.9,12.8,5.3,30.4,9.5,2.9,90.9,9.6,73.8,NA,44,0.636363636363636
"Efton Reid","PF/C","Sr",4,"7-0","Wake Forest","ACC",31,71.5,29.5226,8.8065,2.0323,4.5484,6.5806,1.0323,1.54840005635618,0.66668817,0.5484,0.9677,16.2,112.2,57.6,61.32,2025,75685,97,69,96,0.719,87,140,0.621,10,37,0.27,16,17,0.9412,57,73,0.7808,30,67,0.4478,2.10432,3.66233,110.32,100.598,96.0293,171.344,-0.089423,2.25812,2.16869,8.3,17.4,6.8,19.2,4.2,1.1,54.2,4.5,95.2,NA,177,0.548022598870056
"Brandon Murray","Wing G","Sr",23,"6-5","McNeese St.","Slnd",28,54.6,25.0533,7.6333,1.0667,2.1,3.1667,2.1667,1.36670012654544,1.58535143,0.9333,0.2333,16.9,112.6,55.1,56.97,2025,75687,84,37,57,0.649,69,122,0.566,15,44,0.341,5,5,1,51,81,0.6296,18,41,0.439,1.74156,2.76792,109.273,101.196,100.775,118.726,1.05961,1.8485,2.90811,4.9,9.7,14.9,18.3,1.3,2.4,34.3,2.7,83.8,NA,166,0.506024096385542
"Kario Oquendo","Wing G","Jr",8,"6-4","SMU","ACC",35,58.8,23.5029,11.1714,0.5143,2.8,3.3143,1.0286,0.942900024235262,1.09088978,0.8571,0.3143,18.4,126.9,60.7,64.51,2025,75689,127,79,97,0.814,69,120,0.575,58,137,0.423,19,20,0.95,60,92,0.6522,9,28,0.3214,3.06776,2.50443,127.395,104.296,101.071,145.544,4.53849,1.26437,5.80285,2.6,12.9,7.9,12.6,1.5,2.1,37.7,3,NA,NA,257,0.494163424124514
"Randy Brady","Combo G","Jr",34,"6-5","South Alabama","SB",24,36.2,18.3308,4.4615,0.7308,2.7692,3.5,2.1538,1.0769,2,0.6923,0.1923,16.2,105.9,49.3,54.59,2025,75690,30,25,33,0.758,16,39,0.41,14,36,0.389,3,3,1,16,35,0.4571,0,4,0,0.585537,1.96506,99.0611,98.8694,100.629,86.1451,-1.76944,1.38298,-0.386457,4.8,16.6,21.8,24.3,1.6,2.5,44,3.2,NA,NA,75,0.4
"Lucas Taylor","Wing G","Sr",3,"6-5","Syracuse","ACC",33,52.5,21.4939,6.0303,0.3333,2.0303,2.3636,0.7273,0.7273,1,0.4848,0.1515,12.9,112.2,55.1,58.12,2025,75693,70,27,32,0.844,38,69,0.551,32,87,0.368,1,1,1,17,26,0.6538,21,43,0.4884,1.07069,1.77029,104.461,112.642,107.504,111.004,-0.882513,0.782767,-0.0997465,1.8,11,6,15.2,0.8,1.3,20.5,4.6,64.2,NA,156,0.448717948717949
"Kirk Cole","Wing G","Jr",7,"6-1","Oklahoma St.","B12",7,0.7,1.3286,0.4286,0,0,0,0,NA,0,0,0,24.3,63.2,33.3,37.97,2025,75694,1,1,2,0.5,1,1,1,0,2,0,0,0,NA,1,1,1,0,0,NA,-0.0855931,0.0832184,71.2129,117.641,113.728,0.899669,-8.61416,-6.64827,-15.2624,0,0,0,24.7,0,0,66.7,4.3,NA,NA,3,0.333333333333333
"Anthony Pritchard","Scoring PG","Sr",30,"6-3","Central Michigan","MAC",27,91.6,35.3452,13.0645,0.9032,3.7419,4.6452,5.4516,3.03229995162259,1.79784325,1.9355,0.0645,24.1,97.1,44.5,47.66,2025,75696,136,61,89,0.685,117,262,0.447,19,65,0.292,2,2,1,90,168,0.5357,27,94,0.2872,1.30425,3.09479,100.037,106.951,107.439,184.704,-1.49801,-0.167884,-1.66589,3.1,11.9,30,21.3,0.2,3.2,27.2,2.5,NA,NA,327,0.415902140672783
"Leo DeBruhl","Scoring PG","Sr",10,"6-2","UC Davis","BW",30,73.1,28.6594,8.75,0.8438,2.7812,3.625,2.9375,2.34380006755889,1.25330656,1.375,0.125,20,94.4,44,50.06,2025,75698,80,62,73,0.849,41,117,0.35,39,109,0.358,2,2,1,28,66,0.4242,13,51,0.2549,0.334444,2.74676,93.0752,104.216,104.709,157.463,-2.61802,0.509778,-2.10825,3.5,11.8,22.7,23.9,0.5,2.7,32.3,3.7,NA,NA,226,0.353982300884956
"Cameron Hildreth","Combo G","Sr",6,"6-4","Wake Forest","ACC",31,81.6,33.7097,14.7097,0.5161,3.3226,3.8387,2.7097,2.03229991091616,1.33331699,1.7097,0.2903,23.7,106.4,47.3,54.78,2025,75699,144,139,171,0.813,115,242,0.475,29,93,0.312,1,1,1,73,133,0.5489,42,109,0.3853,2.93768,4.10001,114.893,100.715,96.7281,194.739,0.950947,2.56856,3.51951,1.8,11.1,16.8,15.1,1.1,3,51,2.9,74,NA,335,0.429850746268657
"Duke Deen","Scoring PG","Sr",21,"5-8","Bradley","MVC",36,79.1,31.8108,13.4865,0.3514,3,3.3514,3.7838,1.81080000788295,2.08957366,0.8649,0.1081,22.9,111.4,52.9,55.76,2025,75700,157,58,67,0.866,53,121,0.438,104,274,0.38,0,0,NA,15,36,0.4167,38,85,0.4471,2.79868,2.86749,115.256,106.961,105.676,175.915,2.80898,-0.409266,2.39972,1.5,10.6,22.6,15.4,0.4,1.6,17,2.2,NA,NA,395,0.39746835443038
"Wooga Poplar","Wing G","Sr",5,"6-5","Villanova","BE",36,79.5,31.9194,15.25,0.8611,6.1111,6.9722,1.4722,1.80559999442695,0.81535224,1.2778,0.25,24.1,113.2,54.4,58.44,2025,75705,192,95,111,0.856,122,236,0.517,70,181,0.387,18,22,0.8182,81,140,0.5786,41,96,0.4271,3.69429,3.6719,123.249,102.052,98.5123,230.86,3.72119,1.64764,5.36883,3.4,22.5,9.7,14.8,1,2.5,26.6,2.8,75.6,NA,417,0.460431654676259
"Patrick McMahon","Wing G","Jr",1,"6-7","Montana St.","BSky",32,58.7,23.3273,9.9091,0.4242,2.9697,3.3939,1.1212,0.727300009573868,1.54159217,0.3939,0.3636,20.8,113,54.3,58.16,2025,75706,117,70,95,0.737,101,168,0.601,16,62,0.258,13,13,1,69,107,0.6449,32,61,0.5246,1.87334,1.88516,112.781,107.934,108.632,116.964,-0.0348814,-0.886876,-0.921758,2.3,14.9,10.5,9.2,1.6,1,41.3,3.5,NA,NA,230,0.508695652173913
"Jakai Robinson","Wing G","Jr",13,"6-5","Bryant","AE",31,48.1,20.6,5.8182,1.0303,2.3636,3.3939,0.8485,0.757600000342862,1.11998416,0.6364,0.2121,13.4,113.6,49.6,55.2,2025,75707,61,53,74,0.716,57,106,0.538,4,21,0.19,3,4,0.75,51,84,0.6071,6,22,0.2727,0.736572,1.64866,100.151,104.99,108.564,110.065,-2.19137,0.373461,-1.81791,4.9,11.2,6,12.8,1.1,1.7,58.3,3,83.4,NA,127,0.480314960629921
"Isaac Spears","Combo G","Sr",10,"6-4","Cal Poly","BW",7,1.4,2.675,1.5,0,0.25,0.25,0,NA,0,0.375,0,35.7,72.6,45.8,46.33,2025,75709,5,1,2,0.5,4,6,0.667,1,6,0.167,0,1,0,4,6,0.6667,0,0,NA,-0.0580454,0.303506,83.5507,99.4096,99.2121,5.22075,-6.64688,0.302106,-6.34477,0,5.9,0,23.9,0,8.5,16.7,2.1,NA,NA,12,0.416666666666667
"Sam Lecholat","Stretch 4","Sr",25,"6-7","Montana St.","BSky",31,44.3,18.5187,4.2812,1.0625,2.0625,3.125,1,0.843800011499307,1.18511494,0.4688,0.6875,14.8,107.8,48.9,54.77,2025,75710,40,35,46,0.761,27,46,0.587,13,49,0.265,1,1,1,25,43,0.5814,2,3,0.6667,0.586671,1.58047,99.0145,106.152,106.9,96.1474,-1.80871,0.736504,-1.0722,7.3,12.9,10.2,17.9,3.9,1.6,48.4,4.1,NA,NA,95,0.421052631578947
"Wilhelm Breidenbach","Stretch 4","Sr",32,"6-10","Washington","B10",29,40.7,16.8733,4.5,0.7667,1.6,2.3667,0.4,0.633300000115577,0.63161219,0.4333,0.1333,12.9,114.6,61.5,62.85,2025,75711,49,17,24,0.708,29,43,0.674,20,53,0.377,5,6,0.8333,24,32,0.75,5,11,0.4545,1.12037,1.54712,108.963,112.387,105.289,75.0165,-0.371645,0.553444,0.181799,5.5,11.7,4.2,17.4,0.9,1.5,25,5,79.4,NA,96,0.510416666666667
"Oleg Kojenets","C","Jr",15,"7-0","Wyoming","MWC",22,16.9,9.7609,2.5652,0.6522,1.6522,2.3043,0.0435,0.565199974897325,0.07696391,0.1739,0.4348,17.7,91.1,40,47.44,2025,75712,20,16,19,0.842,20,50,0.4,0,0,0,5,5,1,17,31,0.5484,3,19,0.1579,-0.0207001,0.946607,89.151,104.482,103.052,40.2591,-3.52242,0.7523,-2.77012,7.9,20.3,1,19.8,5.1,1.2,38,4.4,60,NA,50,0.4
"Jaren Johnson","Wing G","Sr",3,"6-5","Howard","MEAC",27,55.3,23.7161,5.871,1.0968,2.6452,3.7419,2.1935,1.54840001253685,1.4166236,0.7097,0.1935,15.1,105.7,49.5,57.91,2025,75714,45,47,52,0.904,26,62,0.419,19,48,0.396,0,0,NA,21,43,0.4884,5,19,0.2632,0.478325,1.12784,95.7873,113.688,117.613,104.056,-1.28823,-1.39258,-2.68081,6,13.3,13.6,25.7,0.8,1.8,47.3,3.5,NA,NA,110,0.409090909090909
