"player","pos","exp","num","hgt","team","conf","g","min","mpg","ppg","oreb","dreb","rpg","apg","tov","ast_to","spg","bpg","usg","ortg","efg","ts","year","id","fgm","ftm","fta","ft_pct","two_m","two_a","two_pct","three_m","three_a","three_pct","dunk_m","dunk_a","dunk_pct","rim_m","rim_a","rim_pct","mid_m","mid_a","mid_pct","porpag","dporpag","adj_oe","drtg","adj_de","stops","obpm","dbpm","bpm","oreb_rate","dreb_rate","ast","to","blk","stl","ftr","pfr","rec","pick","fga","fg_pct"
"Robby Carmody","Combo G","Sr",11,"6-4","Le Moyne","NEC",24,50.1,25.14,11.24,0.76,1.6,2.36,1.08,1.27999992414815,0.84375005,0.88,0.24,21,109.9,52.4,58.37,2025,65443,80,73,92,0.793,46,91,0.505,34,94,0.362,1,1,1,40,73,0.5479,6,18,0.3333,1.59619,0.544651,107.995,117.795,125.564,92.3853,0.17176,-3.52722,-3.35546,3.8,7.7,8.9,14.3,1.1,2.1,49.7,4,83,NA,185,0.432432432432432
"Drue Drinnon","Scoring PG","Sr",55,"6-0","Texas St.","SB",24,43.8,22.6077,6.0385,0.1923,1.2308,1.4231,2.1538,1.23080002956252,1.74991871,0.4231,0.0769,13.7,109,54.2,58.26,2025,65572,40,30,40,0.75,16,39,0.41,24,57,0.421,0,0,NA,9,21,0.4286,7,18,0.3889,0.729996,1.03419,99.338,115.766,118.237,63.4953,-1.97592,-2.0619,-4.03782,1.1,5.3,14.3,22.7,0.4,1,41.7,4.4,56.8,NA,96,0.416666666666667
"K.J. Hymes","C","Sr",42,"6-10","Nevada","MWC",31,28.9,12.3839,3.4194,1.2258,1.1613,2.3871,0.2903,0.516099972422519,0.56248792,0.3226,0.4194,16.1,112.5,63.5,59.47,2025,65575,40,26,55,0.473,40,63,0.635,0,0,0,18,19,0.9474,38,55,0.6909,2,8,0.25,0.850444,1.23535,109.65,104.82,102.809,65.6713,-1.19639,0.448396,-0.747991,12.6,11.7,4.4,15.9,4.7,1.6,87.3,6.1,37.4,NA,63,0.634920634920635
"Jack Clark","Stretch 4","Sr",4,"6-10","VCU","A10",34,72.2,28.78,9.6571,1.7714,5.1714,6.9429,2,1.08570003636661,1.84212944,1.0286,0.4286,16,127.8,58.5,61.35,2025,65627,117,53,67,0.791,68,105,0.648,49,137,0.358,15,15,1,54,77,0.7013,14,28,0.5,3.27345,3.9304,122.422,93.2521,92.5856,196.471,3.56159,2.68172,6.24331,6.9,19.9,12.8,13.8,1.7,2.2,27.7,3.2,NA,NA,242,0.483471074380165
"Robert Braswell","Wing G","Sr",20,"6-7","Charlotte","Amer",32,61.9,25.0636,10.9394,0.8788,1.697,2.5758,0.4848,0.999999979372938,0.48480001,0.7879,0.697,20.2,115.5,55.5,61.3,2025,65717,109,90,108,0.833,66,122,0.541,43,113,0.381,17,21,0.8095,64,103,0.6214,2,19,0.1053,2.16924,1.66173,115.008,112.912,112.453,124.441,1.52941,-0.744872,0.784534,4.3,8.8,4.4,12.3,3.2,1.8,46,4.3,69.8,NA,235,0.463829787234043
"Wynston Tabbs","Combo G","Sr",1,"6-3","Morgan St.","MEAC",10,22.2,25.9154,15.0769,0.5385,2.6923,3.2308,2.3077,1.92310006430389,1.19998956,1.4615,0.4615,27,97.8,39,47.27,2025,65852,40,36,40,0.9,35,71,0.493,5,38,0.132,1,1,1,23,41,0.561,12,30,0.4,1.06274,1.1721,101.942,113.493,118.364,44.1323,-0.79252,-2.29208,-3.0846,2.2,10.2,18.6,16.4,1.6,2.4,36.7,3.5,42.8,NA,109,0.36697247706422
"Tyrel Bladen","C","Sr",8,"6-10","Norfolk St.","MEAC",29,38.4,17.3194,4.3871,1.129,2.2581,3.3871,0.4839,1.06449994108843,0.45457964,0.2581,0.3871,14.9,98,55.1,55.29,2025,65878,49,23,43,0.535,49,89,0.551,0,0,0,11,14,0.7857,42,70,0.6,7,19,0.3684,-0.0850302,1.27136,88.3332,107.5,110.16,82.0872,-4.32642,-0.791316,-5.11773,7.6,14.1,5,24,2.5,1,48.3,6.2,NA,NA,89,0.550561797752809
"Jerome Hunter","Wing F","Sr",2,"6-8","Xavier","BE",34,46.8,18.8588,5.7647,1.1471,2.0588,3.2059,0.8235,1.17650000178582,0.6999575,0.5294,0.4706,16.8,106.6,56.2,59.88,2025,65892,69,41,54,0.759,52,106,0.491,17,32,0.531,7,7,1,39,62,0.629,13,44,0.2955,1.09417,2.07833,106.622,103.997,99.7864,112.129,-0.231381,1.27059,1.03921,7.7,12.9,7.9,21.4,2.8,1.6,39.1,4.4,88.4,NA,138,0.5
"Antwann Jones","Combo G","Sr",4,"6-6","Bethune Cookman","SWAC",1,0.4,5.5,5,0,0,0,0,NA,0,0,0,7.2,250,125,125,2025,65925,2,0,0,0,1,1,1,1,1,1,0,0,NA,0,0,NA,1,1,1,2.64325,0.650154,228.278,115.477,97.7129,0.497404,22.6026,1.85892,24.4615,0,0,0,0,0,0,0,0,79,NA,2,1
"Keenan Fitzmorris","C","Sr",5,"7-0","Northwestern","B10",22,14.6,8.8818,2.1364,0.5909,0.4545,1.0455,0.2727,0.227299992739236,1.19973607,0.0909,0.6818,11.1,131.7,63.3,67.63,2025,65938,19,9,10,0.9,19,30,0.633,0,0,0,5,5,1,6,8,0.75,13,22,0.5909,1.03399,1.04761,123.519,105.988,97.4092,30.5318,-0.878206,3.86701,2.9888,7.7,6.4,5.6,14,9.4,0.6,33.3,6.3,55.2,NA,30,0.633333333333333
"Kobe Julien","Wing G","Sr",8,"6-6","Arkansas St.","SB",31,63.4,28.4438,11.9062,1.75,3.5938,5.3438,1.5312,1.81249993563566,0.84480003,1.375,0.7188,22.6,101.6,44.6,49.7,2025,66085,123,93,129,0.721,89,188,0.473,34,126,0.27,9,10,0.9,74,147,0.5034,15,41,0.3659,1.50538,3.17324,104.935,98.5144,99.8312,178.814,-0.6376,1.67014,1.03254,6.2,12.8,9.6,15.7,2.7,2.8,41.1,4.4,NA,NA,314,0.39171974522293
"Messiah Jones","Wing F","Sr",25,"6-6","Towson","CAA",32,43.3,17.5485,3.7273,2.0909,1.8485,3.9394,1.0606,0.787899937034864,1.34611002,0.7576,0.303,14.9,110.9,45.4,50,2025,66286,43,28,40,0.7,40,81,0.494,3,17,0.176,0,1,0,33,62,0.5323,7,19,0.3684,0.707722,1.62611,101.553,103.538,104.726,99.1623,-1.38831,1.11289,-0.275418,12.4,13.1,11.1,18,2.1,2.6,40.8,4.8,NA,NA,98,0.438775510204082
"Chris Austin","Wing G","Sr",5,"6-4","Portland","WCC",29,69.4,28.9774,9.9677,1.3871,2,3.3871,1.6452,1.22580002376496,1.34214388,0.5161,0.0968,18.2,110.3,51.8,56.04,2025,66400,106,64,84,0.762,84,163,0.515,22,63,0.349,8,8,1,54,92,0.587,30,71,0.4225,1.8353,1.29754,108.209,120.104,118.749,115.55,0.23496,-2.48202,-2.24706,5.7,7.6,11.9,12.8,0.4,1,37.2,2.2,NA,NA,226,0.469026548672566
"Ebrima Dibba","Scoring PG","Sr",6,"6-6","Cleveland St.","Horz",33,63.1,25.0286,3.3714,0.2857,2.7714,3.0571,3.8857,1.5142999907354,2.56600411,0.9714,0.0286,12.8,88.9,39.3,40.43,2025,66458,41,16,35,0.457,35,93,0.376,6,19,0.316,0,0,NA,22,45,0.4889,13,48,0.2708,-1.03425,2.25387,77.9721,104.685,106.049,135.704,-4.33087,0.477825,-3.85305,1.3,13.7,25,28.9,0.2,2.2,31.3,2.3,NA,NA,112,0.366071428571429
"Neftali Alvarez","Scoring PG","Sr",12,"6-2","Southern Miss","SB",29,67.1,28.671,10.5806,0.5161,2.1935,2.7097,3.5806,2.38709995875409,1.49997908,1.3548,0.2258,22.1,97.2,46.7,50.74,2025,66465,110,69,100,0.69,90,177,0.508,20,80,0.25,0,0,NA,80,138,0.5797,10,39,0.2564,0.878958,2.05827,98.6121,108.856,111.095,140.347,-1.71281,-0.571116,-2.28393,2.1,8.6,25.8,20,0.9,2.5,38.9,2.2,38,NA,257,0.428015564202335
"Savion Lewis","Pure PG","Sr",3,"6-1","Quinnipiac","MAAC",25,55.6,28.5692,5.5385,0.5385,2.8846,3.4231,6.2692,2.65380007941759,2.36234826,1.5769,0.1154,16.9,97.3,47.7,48.4,2025,66493,62,17,33,0.515,62,127,0.488,0,3,0,0,0,NA,42,79,0.5316,20,48,0.4167,0.12388,2.38684,91.0354,102.608,107.574,129.71,-3.06255,0.210941,-2.85161,2.2,10.4,38.6,30,0.4,3.1,25.4,2.6,NA,NA,130,0.476923076923077
"CJ Fredrick","Scoring PG","Sr",5,"6-3","Cincinnati","B12",19,12.5,9.2158,1.3158,0,0.5789,0.5789,0.3684,0.157900002656955,2.33312219,0.1053,0.0526,7.9,106.7,47.7,50.3,2025,66496,7,4,6,0.667,0,4,0,7,18,0.389,0,0,NA,0,1,0,0,3,0,0.0776865,0.946687,92.2085,107.066,102.176,22.1982,-2.57135,0.913346,-1.65801,0,7.5,6.3,13.2,0.6,0.7,27.3,1.1,51.8,NA,22,0.318181818181818
"Grayson Carter","Stretch 4","Sr",25,"6-10","Texas Southern","SWAC",18,29.7,18.8619,6.9048,1.0952,3,4.0952,0.9524,1.14289995960489,0.83331878,0.7143,0.8095,19,93.6,46,48.98,2025,66526,42,19,28,0.679,34,72,0.472,8,28,0.286,0,0,NA,23,38,0.6053,11,34,0.3235,-0.0633244,1.79811,88.8265,98.369,104.736,74.5932,-4.34307,1.3362,-3.00687,6.8,16.8,9.1,20.4,4.9,2.1,28,5.3,53.2,NA,100,0.42
"Andrew Taylor","Scoring PG","Sr",11,"6-3","Stetson","ASun",2,3,18.2,2,0.5,2.5,3,2,0.5,4,0,0,14.3,71.4,16.7,20.1,2025,66685,1,1,2,0.5,0,2,0,1,7,0.143,0,0,NA,0,1,0,0,1,0,-1.75986,0.285416,61.9129,121.456,127.26,5.02838,-8.2057,-6.03352,-14.2392,3.3,15.1,18.9,0,0,0,22.2,4.4,2.4,NA,9,0.111111111111111
"Colby Rogers","Combo G","Sr",3,"6-4","Memphis","Amer",35,74.8,30.2457,10.6571,0.4571,1.4857,1.9429,1.4,1.48570003633492,0.94231673,0.8857,0.3143,17.1,103.3,48.8,50.76,2025,70246,130,34,43,0.791,51,135,0.378,79,212,0.373,0,2,0,11,28,0.3929,40,107,0.3738,1.20049,2.93566,101.34,108.103,103.508,152.736,-0.442661,0.234912,-0.207748,1.8,5.3,8.1,16,1.2,1.6,12.4,3.2,NA,NA,347,0.37463976945245
"Jeremiah Hernandez","Combo G","Sr",33,"6-5","Ball St.","MAC",28,50.5,20.7452,6.9355,0.4516,1.5806,2.0323,1.6774,1.32260000926624,1.26825948,0.8065,0.0645,18.9,103.2,47,54.34,2025,70249,56,61,80,0.762,41,90,0.456,15,45,0.333,2,2,1,29,55,0.5273,12,35,0.3429,0.585802,1.30895,98.1387,110.394,113.1,93.7479,-2.24548,-0.696837,-2.94231,2.7,8.7,15,18.3,0.4,2.3,59.3,3.1,NA,NA,135,0.414814814814815
"Miguel Tomley","Combo G","Sr",3,"6-3","Weber St.","BSky",17,40.2,28.105,11.2,0.25,1.8,2.05,1.8,1.950000091,0.92307688,0.65,0.05,24.2,92.1,44.9,49.4,2025,70262,63,37,45,0.822,32,78,0.41,31,97,0.32,0,0,NA,11,25,0.44,21,53,0.3962,0.629058,1.64083,95.956,116.755,115.658,66.1456,-1.68507,-3.60517,-5.29024,1.2,8,13.1,18.4,0.3,1.3,25.7,2.5,NA,NA,175,0.36
"Anderson Kopp","Scoring PG","Sr",11,"6-5","UMKC","Sum",12,19.9,20.3938,11.3125,0.625,2.125,2.75,2.125,1.25,1.7,1,0.0625,26,126.3,55.1,61.85,2025,70278,40,33,36,0.917,23,43,0.535,17,45,0.378,0,0,NA,15,18,0.8333,8,25,0.32,2.91078,1.56787,133.393,109.514,108.287,35.1205,5.27574,1.59145,6.86718,3.1,8.1,24.6,12.3,0.5,2.4,40.9,3.6,NA,NA,88,0.454545454545455
"Marcus Foster","Wing G","Sr",1,"6-5","Xavier","BE",34,67.4,27.1382,7.8824,0.8235,4,4.8235,2.0294,0.970599956270871,2.09087172,0.9412,0.1471,15.7,110,51.1,54.34,2025,70297,90,43,56,0.768,45,108,0.417,45,112,0.402,4,4,1,32,67,0.4776,13,41,0.3171,1.72682,3.06948,108.251,103.119,98.9443,167.667,1.47335,1.63213,3.10548,3.8,17.4,13.3,13.2,0.6,2,25.5,2.9,NA,NA,220,0.409090909090909
"Cole Henry","C","Jr",8,"6-9","Wyoming","MWC",30,45.7,18.8581,6.2903,1.1935,2.5484,3.7419,1.3548,1.3226000196008,1.02434597,0.2903,0.3226,20.2,101.7,56.1,55.1,2025,70309,78,27,57,0.474,78,139,0.561,0,0,0,9,12,0.75,51,78,0.6538,27,61,0.4426,0.939117,1.73446,104.108,108.017,105.316,94.0838,-1.23611,0.636627,-0.599484,7.5,16,16.3,21.3,2.1,1,41,4.6,NA,NA,139,0.561151079136691
"Richie Springs","Stretch 4","Sr",1,"6-9","Quinnipiac","MAAC",31,15.5,6.4406,1.5938,0.4062,1,1.4062,0.2812,0.375000013335705,0.74986664,0.0625,0.1875,15.6,95.7,43.6,47.95,2025,70316,20,10,13,0.769,19,35,0.543,1,12,0.083,0,0,NA,12,22,0.5455,7,13,0.5385,-0.0462239,0.495055,87.6998,104.059,109.51,33.9174,-5.16717,-0.868201,-6.03537,6.8,17.7,7.3,20,2.6,0.6,27.7,5,68,NA,47,0.425531914893617
"Alvin Stredic","C","Sr",15,"6-8","Mississippi Valley St.","SWAC",26,69.4,30.8679,9.3929,1.6071,3.6071,5.2143,1.1786,2.8571001228873,0.41251617,0.6429,0.1786,22.3,76.5,37.8,43.81,2025,70333,76,67,103,0.65,76,199,0.382,0,2,0,3,3,1,44,90,0.4889,32,109,0.2936,-1.26647,0.432519,77.9925,124.81,127.754,113.353,-6.66207,-4.69325,-11.3553,6.1,14.4,9.8,25.1,0.6,1.2,51.2,3.7,NA,NA,201,0.378109452736318
"Jalen Jackson","Scoring PG","Sr",3,"5-11","Western Kentucky","CUSA",30,51.5,20.6063,3.3125,0.5312,1.4375,1.9688,2.0938,0.87499997283647,2.39291436,1.1562,0.25,12.4,91.5,37.6,42.99,2025,70336,36,28,42,0.667,32,79,0.405,4,22,0.182,0,0,NA,20,40,0.5,12,39,0.3077,-0.418443,2.00021,83.9284,103.799,103.812,115.25,-4.69532,2.26832,-2.427,2.7,7,15,18.5,1.5,3,41.6,5.3,27.6,NA,101,0.356435643564356
"Max Agbonkpolo","Wing F","Sr",7,"6-9","Montana St.","BSky",32,63.7,25.2182,10.0909,0.7576,3.5455,4.303,0.8485,1.12119994319606,0.75677849,0.9697,0.697,22.3,96.2,48.8,50.62,2025,70342,124,29,38,0.763,80,164,0.488,44,135,0.326,17,18,0.9444,48,78,0.6154,32,86,0.3721,0.691652,2.39675,97.6033,103.994,104.667,151.587,-0.627874,-0.15236,-0.780235,3.1,16.5,7.3,12.2,2.9,2.3,12.7,2.5,88.2,NA,299,0.414715719063545
"Jalen Hill","Wing G","Sr",1,"6-6","UNLV","MWC",33,75,30.0061,8.9091,1.5152,3.4848,5,1.697,1.39390001099349,1.21744744,1.3333,0.4848,17.8,106.7,45,53.55,2025,70364,89,107,140,0.764,80,169,0.473,9,39,0.231,6,9,0.6667,66,118,0.5593,14,51,0.2745,1.71849,3.38199,106.284,102.31,99.2979,182.725,0.0343751,2.40223,2.43661,5.9,13.2,10.9,15.8,2,2.7,67.3,2.8,72.6,NA,208,0.427884615384615
"Emmanuel Tshimanga","C","Sr",25,"7-0","New Mexico St.","CUSA",29,38.6,15.4375,3.5312,1.4688,2.75,4.2188,0.4688,0.687499989001173,0.68189092,0.4375,0.625,11.7,117,61.5,65.67,2025,70385,32,28,38,0.737,32,52,0.615,0,0,0,1,3,0.3333,24,39,0.6154,8,13,0.6154,0.843339,1.74679,105.527,98.9971,99.162,88.0091,-1.74994,3.33603,1.58609,9.8,19.1,5.6,23.1,4.5,1.5,73.1,5.5,NA,NA,52,0.615384615384615
"Ofure Ujadughele","Combo G","Sr",10,"6-3","UC Irvine","BW",38,27.6,11.2026,1.0769,0.4359,1.5385,1.9744,1.359,0.692300039271089,1.9630217,0.7179,0,12,84.2,30.4,35.27,2025,70388,14,10,15,0.667,11,36,0.306,3,15,0.2,0,0,NA,7,15,0.4667,4,21,0.1905,-0.598814,1.50156,74.1252,92.5065,92.526,94.6243,-5.90719,4.57156,-1.33564,4.9,14,20.1,30.3,0,3.6,29.4,5.5,NA,NA,51,0.274509803921569
"Robert Carpenter","PF/C","Sr",21,"6-7","New Mexico St.","CUSA",29,55.1,21.8281,10.125,2,3.8125,5.8125,0.5,0.687499997421875,0.72727273,0.5,0.7188,23.6,108,46.7,48.57,2025,70391,107,29,41,0.707,63,127,0.496,44,149,0.295,11,12,0.9167,41,66,0.6212,22,61,0.3607,1.91455,2.45069,114.817,99.5636,99.7294,122.938,3.19,0.374587,3.56459,10.5,20.2,5.5,7.6,3.9,1.2,14.9,4,NA,NA,276,0.38768115942029
"Trevin Knell","Combo G","Sr",21,"6-5","BYU","B12",36,49.8,20.2583,9.1667,0.4444,1.9167,2.3611,1.25,0.805599989765658,1.55163855,0.9444,0.0833,17.9,127.3,63.9,65.32,2025,70397,107,41,56,0.732,32,51,0.627,75,175,0.429,0,0,NA,25,36,0.6944,7,15,0.4667,2.83323,2.18878,130.783,105.85,100.102,129.027,5.21392,2.14655,7.36047,2.7,10.8,10.9,13,0.5,2.7,24.8,3.8,33.6,NA,226,0.473451327433628
"David Skogman","PF/C","Sr",42,"6-10","DePaul","BE",20,25.2,17.545,6.35,1.2,3.9,5.1,1.15,0.850000041760872,1.35294111,0.25,0.3,19.1,110.7,56.2,56.39,2025,70415,49,9,16,0.563,29,51,0.569,20,54,0.37,3,3,1,26,42,0.619,3,9,0.3333,1.37425,1.65414,112.916,105.78,103.93,65.7776,2.24061,0.963625,3.20424,8.2,25.6,13.3,15,1.8,0.8,15.2,3.3,45.4,NA,105,0.466666666666667
"Mickey Pearson Jr.","Stretch 4","Sr",3,"6-8","Ball St.","MAC",28,75.4,29.2935,12.2258,1.3226,4.2258,5.5484,1.0645,1.29030004306293,0.82500191,0.4194,0.4839,19.9,112.3,50.4,56.92,2025,70432,107,94,113,0.832,67,132,0.508,40,120,0.333,0,0,NA,43,75,0.5733,24,57,0.4211,1.94036,1.96577,108.318,110.294,112.998,140.679,1.1192,-1.58571,-0.46651,5.2,16,7,12,2,0.8,44.8,2.6,20.2,NA,252,0.424603174603175
"Gibson Jimerson","Wing G","Sr",24,"6-5","Saint Louis","A10",32,94.7,37.7706,17.7353,0.8529,3.7647,4.6176,0.8529,1.11759992003703,0.76315324,0.7059,0.2059,20.2,112.8,54.4,57.91,2025,70438,180,89,108,0.824,82,144,0.569,98,277,0.354,1,1,1,75,124,0.6048,7,20,0.35,3.36648,3.10852,115.379,109.604,108.141,183.969,1.90941,-1.56107,0.348341,2.6,10.8,4.7,8.6,0.5,1,25.7,1.5,8,NA,421,0.427553444180523
"Quinton Morton-Robertson","Combo G","Sr",3,"5-8","Purdue Fort Wayne","Horz",30,76,30.5968,8.6452,0.0968,2.5484,2.6452,2.7097,1.29029995757443,2.10005432,1.4516,0,15.8,106.3,52.6,54.5,2025,70478,88,25,32,0.781,25,63,0.397,63,164,0.384,0,0,NA,15,29,0.5172,10,34,0.2941,0.84101,2.22609,97.7543,108.976,110.669,155.127,-0.860756,0.20693,-0.653825,0.4,9.6,14.7,15.7,0,2.7,14.1,2.3,NA,NA,227,0.387665198237885
"Daniel Banister","Stretch 4","Sr",23,"6-5","Hampton","CAA",23,8.6,4.8538,0.8846,0.3462,0.5385,0.8846,0.2308,0.0768999969283316,3.00130051,0.1154,0.3846,10.2,111.8,41.2,44.57,2025,70486,5,2,2,1,1,9,0.111,4,8,0.5,0,0,NA,1,5,0.2,0,4,0,0.0705117,0.394249,94.3193,105.178,106.394,18.7581,-1.86371,0.513795,-1.34991,9.4,13.8,5.1,11.5,7,1.8,11.8,5.4,NA,NA,17,0.294117647058824
"Rahmir Moore","PF/C","Sr",0,"6-2","Wagner","NEC",1,2.7,27.05,9.5,1,1,2,2,0.5,4,0,0,23.8,66.8,25,28.06,2025,70501,3,1,1,1,3,12,0.25,0,0,0,0,1,0,1,5,0.2,2,7,0.2857,-1.8589,2.97455,71.1134,111.275,101.911,3.03659,-7.71163,-2.59183,-10.3035,4,4.7,8.9,9.7,0,0,8.3,4.2,NA,NA,12,0.25
"Chol Marial","C","Sr",15,"7-2","San Jose St.","MWC",27,18.7,9.1893,1.6071,0.4643,1.75,2.2143,0.1429,0.642899972862333,0.22227408,0.1071,1.1071,14.3,75.6,40.2,43.17,2025,70531,17,6,8,0.75,14,33,0.424,3,13,0.231,1,1,1,4,7,0.5714,10,26,0.3846,-0.588124,0.990125,71.1457,102.023,100.409,55.086,-6.00836,2.45988,-3.54848,5.7,21.4,2.3,28.7,12.7,0.7,17.4,5.6,64.4,NA,46,0.369565217391304
"Keaston Willis","Combo G","Sr",0,"6-3","Tulsa","Amer",31,73,29.5394,13.303,0.3636,2.8788,3.2424,1.1818,0.909099993237521,1.29996701,0.8182,0.0909,19.9,115.5,52.7,57.95,2025,70544,114,96,118,0.814,30,66,0.455,84,230,0.365,0,0,NA,22,39,0.5641,8,27,0.2963,2.45877,2.02212,114.059,111.44,111.811,133.911,2.56228,-1.09428,1.468,1.5,10.3,8.3,9.1,0.3,1.4,39.9,2,NA,NA,296,0.385135135135135
"Jarred Hyder","Combo G","Sr",0,"6-3","Cal Poly","BW",32,76.4,32.8545,14.4848,0.5758,2.8788,3.4545,3.1818,2.51519999195591,1.26502863,1.2424,0,22.1,103.1,51.4,53.63,2025,70594,157,50,63,0.794,62,128,0.484,95,270,0.352,0,0,NA,53,94,0.5638,9,34,0.2647,1.86128,2.01854,106.309,112.429,113.852,178.12,0.587462,-1.88149,-1.29403,1.8,9.6,17.1,18.4,0,2.1,15.8,1.9,11.8,NA,398,0.394472361809045
"Festus Ndumanya","PF/C","Sr",6,"6-7","Cal St. Northridge","BW",24,11.2,5.8385,2.2692,0.5385,0.6154,1.1538,0.1538,0.423100005876083,0.36350744,0.1538,0.0769,22.7,92.4,41.7,46.09,2025,70600,20,13,20,0.65,20,48,0.417,0,0,0,0,0,NA,13,33,0.3939,7,15,0.4667,0.0671196,0.508615,93.1315,104.009,106.376,26.047,-6.36505,-1.06598,-7.43102,11.2,12.3,5.1,19.1,2.1,1.6,41.7,9.8,NA,NA,48,0.416666666666667
"Brandton Chatfield","C","Sr",33,"6-10","Iowa St.","B12",35,35.5,14.42,3.8286,1.7143,1.4286,3.1429,0.2857,0.457100011930678,0.62502733,0.2571,0.5143,13.2,129.3,61.8,63.72,2025,70611,55,24,34,0.706,55,87,0.632,0,2,0,14,16,0.875,50,72,0.6944,5,15,0.3333,1.66571,1.82253,123.544,100.911,94.8355,85.0439,0.994829,1.88116,2.87599,15.1,11.6,3.4,13.9,4.3,1,38.2,5.7,NA,NA,89,0.617977528089888
"Ryan Rapp","Wing G","Sr",22,"6-5","Hawaii","BW",27,58.9,25.6321,7.8571,0.8214,3.25,4.0714,1.3929,1.3929,1,0.6071,0.2143,17.9,100.7,47.4,51.71,2025,70617,71,42,55,0.764,47,91,0.516,24,84,0.286,0,0,NA,28,45,0.6222,19,46,0.413,0.683669,2.11177,97.5737,106.771,107.703,117.65,-0.534943,0.397657,-0.137286,4.3,15.5,11.7,18.9,0.9,1.3,31.4,2.7,NA,NA,175,0.405714285714286
"Noah Williams","Wing F","Sr",13,"6-5","James Madison","SB",28,25.9,11.12,2.7667,0.6667,1.3,1.9667,0.3667,0.566699994354636,0.64707959,0.3667,0.1667,17.9,90.1,37.5,42.34,2025,70618,27,19,28,0.679,21,57,0.368,6,23,0.261,0,0,NA,15,28,0.5357,6,29,0.2069,-0.11795,0.839635,86.7171,108.237,109.982,52.7971,-5.39874,-1.35108,-6.74982,7.3,14.2,4.2,16.4,1.7,2,35,6,39.4,NA,80,0.3375
"Tylan Pope","PF/C","Sr",9,"6-6","Texas St.","SB",30,64.3,25.625,16.4062,2.3438,4.0938,6.4375,0.5625,1.718799931138,0.32726322,0.6562,1.4062,28.6,118.9,55.9,61.7,2025,70619,178,139,172,0.808,165,297,0.556,13,33,0.394,24,25,0.96,128,205,0.6244,37,92,0.4022,3.65252,2.02664,130.714,106.208,109.066,150.101,4.13876,-0.945908,3.19285,10.2,18.1,5.1,14,6.4,1.4,52.1,5.1,0.4,NA,330,0.539393939393939
"Chase Hunter","Combo G","Sr",1,"6-3","Clemson","ACC",34,81.9,33.4765,16.5,0.5294,2.5,3.0294,2.5,2.02940011427796,1.23189113,1.4118,0.4706,23.4,118.5,56.7,61.2,2025,70626,187,110,127,0.866,110,209,0.526,77,189,0.407,12,13,0.9231,60,93,0.6452,50,116,0.431,4.30017,4.00709,127.614,100.718,96.5229,189.616,4.88816,2.41661,7.30477,1.9,8.8,14.8,16,1.6,2.6,31.9,2.2,74.8,NA,398,0.469849246231156
"Ken Evans Jr.","Combo G","Sr",0,"6-5","Florida Atlantic","Amer",33,66.2,26.5647,6.2059,0.5588,2.1471,2.7059,1.9118,1.02939997671008,1.85719841,1.0882,0.0882,13.9,95.1,41.2,44.47,2025,70635,64,30,40,0.75,29,80,0.362,35,118,0.297,0,0,NA,21,59,0.3559,9,26,0.3462,-0.175188,2.02674,87.8733,111.067,109.73,141.135,-2.82579,-0.0386903,-2.86448,2.2,8.8,10.8,16.4,0.3,2.1,20.2,2.9,NA,NA,198,0.323232323232323
"John Buggs III","Combo G","Sr",7,"6-2","East Tennessee St.","SC",24,60.7,29.5192,11.1154,0.3462,1.9231,2.2692,1.3462,0.61540002025307,2.18752024,0.6538,0.1154,16,123.9,56.7,58.05,2025,70648,94,23,31,0.742,29,66,0.439,65,157,0.414,0,0,NA,9,20,0.45,20,46,0.4348,2.49664,2.28551,113.489,108.689,110.074,97.4695,1.06454,-1.02254,0.0420013,1.4,7.9,8.8,8.4,0.5,1.3,13.9,3,NA,NA,223,0.42152466367713
"Khalif Battle","Wing G","Sr",99,"6-5","Gonzaga","WCC",35,66.4,26.8371,13.5714,0.3714,3.2857,3.6571,1.4857,1.45710002611639,1.01962801,1.1429,0.0857,21.7,115.9,52.7,59.87,2025,70649,147,123,132,0.932,89,167,0.533,58,167,0.347,16,20,0.8,70,118,0.5932,19,49,0.3878,3.03429,3.39788,122.711,99.1272,94.9009,178.403,2.79566,2.37125,5.1669,1.7,13.3,8.8,14.3,0.4,2.4,39.5,3.3,80.2,NA,334,0.440119760479042
"Josh Corbin","Combo G","Sr",32,"6-3","UNC Wilmington","CAA",19,34.1,23.481,6.9524,0.381,1.7143,2.0952,2.2381,0.761899989503067,2.93752465,0.3333,0.0476,14.8,106,43.3,46.19,2025,70660,37,13,14,0.929,7,17,0.412,30,103,0.291,1,1,1,4,8,0.5,3,9,0.3333,0.567111,1.61695,96.6472,110.389,112.197,61.8122,-0.289789,-1.19435,-1.48413,1.8,8.5,13.7,12.5,0.3,0.9,11.7,1.8,NA,NA,120,0.308333333333333
"Dante Wilcox","Wing F","Sr",12,"6-6","FIU","CUSA",29,35.1,15.371,2.7419,0.9032,1.7419,2.6452,0.7419,0.999999959563285,0.74190003,0.2258,0.3548,13.5,89.3,40.7,48.71,2025,70661,28,26,32,0.813,27,65,0.415,1,5,0.2,0,0,NA,20,41,0.4878,7,24,0.2917,-0.477224,1.25382,80.5981,107.544,107.658,68.1636,-5.40331,-0.789758,-6.19307,5.8,14.8,8.5,27.2,2.2,0.9,45.7,4.3,29.6,NA,70,0.4
